timestamp_s,x,y,polarity
0.048206000,63,169,1
0.048208000,13,124,-1
0.048209000,56,171,1
0.048214000,40,96,-1
0.048215000,83,113,1
0.048216000,11,132,-1
0.048216000,60,170,1
0.048218000,289,94,-1
0.048218000,66,170,-1
0.048221000,281,82,-1
0.048221000,24,105,-1
0.048226000,252,87,-1
0.048226000,32,99,-1
0.048226000,242,109,-1
0.048226000,88,140,1
0.048226000,68,167,1
0.048227000,87,144,1
0.048228000,242,100,-1
0.048229000,13,149,1
0.048231000,281,85,1
0.048237000,11,131,-1
0.048237000,85,149,1
0.048242000,84,151,1
0.048246000,248,88,-1
0.048248000,25,103,-1
0.048248000,79,140,1
0.048251000,261,80,-1
0.048252000,249,87,-1
0.048254000,241,107,-1
0.048254000,287,130,1
0.048257000,45,171,1
0.048258000,37,97,-1
0.048259000,56,95,-1
0.048261000,88,126,1
0.048262000,25,165,1
0.048263000,242,99,-1
0.048263000,25,104,-1
0.048263000,86,135,1
0.048264000,68,99,-1
0.048265000,276,79,-1
0.048265000,294,126,1
0.048266000,282,133,1
0.048266000,88,139,1
0.048267000,293,92,-1
0.048267000,244,94,-1
0.048267000,26,103,-1
0.048267000,12,136,-1
0.048268000,242,101,-1
0.048268000,12,130,-1
0.048268000,66,168,1
0.048270000,280,134,1
0.048276000,241,105,-1
0.048277000,29,101,-1
0.048278000,86,147,1
0.048279000,260,80,-1
0.048280000,254,83,-1
0.048280000,70,166,1
0.048281000,246,91,-1
0.048282000,45,95,-1
0.048282000,20,109,-1
0.048284000,17,114,-1
0.048284000,12,129,-1
0.048287000,14,120,-1
0.048287000,40,170,1
0.048288000,242,105,-1
0.048289000,15,118,-1
0.048291000,10,149,-1
0.048291000,55,171,1
0.048294000,284,82,-1
0.048294000,245,98,-1
0.048294000,23,106,-1
0.048294000,241,106,-1
0.048295000,295,120,1
0.048297000,263,79,-1
0.048298000,73,164,1
0.048299000,282,81,-1
0.048300000,277,135,1
0.048304000,246,96,-1
0.048304000,9,149,1
0.048305000,290,122,-1
0.048305000,42,172,1
0.048306000,80,157,1
0.048307000,284,84,-1
0.048307000,13,123,-1
0.048308000,278,135,1
0.048308000,63,169,1
0.048309000,241,109,-1
0.048309000,272,135,-1
0.048310000,297,117,1
0.048310000,87,122,1
0.048310000,281,130,-1
0.048310000,12,137,-1
0.048310000,10,151,1
0.048311000,86,119,1
0.048312000,38,172,-1
0.048313000,245,93,-1
0.048313000,247,111,-1
0.048313000,286,131,1
0.048313000,74,163,1
0.048314000,44,95,-1
0.048316000,37,169,1
0.048318000,293,124,1
0.048320000,22,107,-1
0.048322000,251,85,-1
0.048322000,241,108,-1
0.048326000,295,121,1
0.048326000,13,124,-1
0.048329000,280,85,-1
0.048329000,34,98,-1
0.048329000,66,98,-1
0.048330000,13,119,-1
0.048332000,295,93,1
0.048332000,293,94,-1
0.048332000,21,108,-1
0.048332000,18,112,-1
0.048333000,256,84,-1
0.048334000,56,171,1
0.048335000,40,96,-1
0.048335000,68,167,1
0.048336000,298,101,1
0.048337000,250,86,-1
0.048348000,32,99,-1
0.048348000,60,170,1
0.048349000,296,95,1
0.048349000,12,128,-1
0.048352000,297,116,1
0.048354000,253,85,-1
0.048355000,87,144,1
0.048357000,84,151,1
0.048359000,85,149,1
0.048360000,285,86,-1
0.048362000,24,105,-1
0.048362000,296,119,1
0.048362000,62,173,1
0.048363000,10,136,1
0.048367000,83,153,1
0.048368000,26,103,-1
0.048368000,45,175,1
0.048369000,244,94,-1
0.048369000,242,100,-1
0.048370000,263,87,-1
0.048370000,248,88,-1
0.048371000,25,104,-1
0.048371000,243,107,-1
0.048371000,12,136,-1
0.048372000,276,79,-1
0.048372000,289,91,1
0.048372000,45,171,1
0.048373000,12,130,-1
0.048373000,88,140,1
0.048374000,14,146,-1
0.048376000,68,99,-1
0.048376000,284,132,1
0.048379000,260,80,-1
0.048380000,290,121,1
0.048381000,241,105,-1
0.048381000,29,165,1
0.048384000,279,134,-1
0.048384000,263,135,1
0.048386000,66,168,1
0.048388000,298,113,1
0.048389000,242,107,-1
0.048390000,288,94,1
0.048390000,81,155,1
0.048391000,12,129,-1
0.048392000,249,87,-1
0.048392000,83,113,1
0.048394000,293,90,1
0.048394000,20,109,-1
0.048395000,29,101,-1
0.048395000,14,120,-1
0.048396000,37,170,1
0.048396000,40,170,1
0.048397000,241,107,-1
0.048397000,12,145,-1
0.048399000,17,114,-1
0.048399000,70,166,1
0.048401000,263,79,-1
0.048401000,256,83,-1
0.048401000,86,147,1
0.048403000,254,83,-1
0.048403000,15,118,-1
0.048403000,81,156,1
0.048404000,17,153,-1
0.048405000,37,97,-1
0.048406000,56,95,-1
0.048407000,290,88,-1
0.048407000,23,106,-1
0.048408000,242,99,-1
0.048410000,83,156,-1
0.048410000,63,169,1
0.048411000,37,171,-1
0.048412000,246,91,-1
0.048414000,284,82,-1
0.048414000,287,130,1
0.048415000,254,85,1
0.048418000,88,126,1
0.048420000,19,159,-1
0.048421000,241,109,-1
0.048425000,12,119,1
0.048426000,273,130,1
0.048427000,80,157,1
0.048429000,74,163,1
0.048429000,73,164,1
0.048431000,88,139,1
0.048432000,288,127,-1
0.048432000,8,148,1
0.048435000,55,171,1
0.048438000,44,95,-1
0.048440000,45,95,-1
0.048442000,38,173,1
0.048443000,17,113,-1
0.048445000,13,124,-1
0.048445000,282,133,1
0.048445000,68,167,1
0.048446000,22,107,-1
0.048447000,276,135,1
0.048447000,37,169,1
0.048449000,44,173,-1
0.048451000,246,93,1
0.048451000,14,118,-1
0.048452000,296,94,1
0.048452000,290,125,-1
0.048453000,279,130,-1
0.048454000,9,148,-1
0.048456000,40,96,-1
0.048457000,251,85,-1
0.048457000,66,98,-1
0.048458000,34,98,-1
0.048459000,295,93,1
0.048459000,18,112,-1
0.048460000,294,94,1
0.048460000,56,171,1
0.048461000,282,81,-1
0.048461000,21,108,-1
0.048462000,243,115,1
0.048462000,87,122,1
0.048463000,12,137,-1
0.048464000,241,106,-1
0.048466000,282,86,-1
0.048467000,13,123,-1
0.048468000,26,103,-1
0.048468000,280,134,1
0.048469000,250,86,-1
0.048469000,86,119,1
0.048470000,32,99,-1
0.048470000,241,108,-1
0.048470000,281,133,1
0.048471000,244,94,-1
0.048472000,84,151,1
0.048475000,12,136,-1
0.048478000,276,79,-1
0.048478000,12,130,-1
0.048479000,66,169,1
0.048480000,25,104,-1
0.048480000,60,170,1
0.048481000,85,149,1
0.048483000,87,144,1
0.048483000,45,172,-1
0.048485000,286,130,1
0.048485000,84,155,-1
0.048487000,68,99,-1
0.048487000,241,105,-1
0.048487000,45,171,1
0.048488000,259,81,-1
0.048488000,289,90,1
0.048489000,257,130,1
0.048491000,297,117,1
0.048491000,16,151,-1
0.048493000,290,122,-1
0.048494000,248,88,-1
0.048496000,30,98,1
0.048496000,295,121,1
0.048497000,13,118,1
0.048498000,66,170,-1
0.048499000,12,129,-1
0.048499000,280,130,1
0.048499000,286,131,1
0.048500000,15,117,-1
0.048502000,37,172,1
0.048503000,24,105,-1
0.048503000,14,120,-1
0.048504000,66,168,1
0.048505000,263,79,-1
0.048505000,20,109,-1
0.048506000,244,111,1
0.048506000,40,170,1
0.048506000,63,174,1
0.048507000,298,101,1
0.048507000,12,128,-1
0.048508000,13,148,-1
0.048508000,36,169,1
0.048509000,242,100,-1
0.048511000,250,87,-1
0.048512000,29,101,-1
0.048512000,63,169,1
0.048513000,289,94,-1
0.048514000,17,106,1
0.048514000,17,114,-1
0.048515000,286,85,1
0.048515000,37,174,1
0.048515000,60,175,1
0.048517000,258,81,-1
0.048517000,293,124,1
0.048518000,15,118,-1
0.048518000,70,166,1
0.048520000,252,87,-1
0.048520000,88,140,1
0.048521000,23,106,-1
0.048522000,10,148,-1
0.048523000,86,147,1
0.048526000,10,145,-1
0.048527000,254,83,-1
0.048527000,247,99,-1
0.048528000,260,132,-1
0.048531000,73,166,-1
0.048532000,249,87,-1
0.048533000,296,119,1
0.048534000,241,109,-1
0.048534000,83,153,1
0.048535000,284,82,-1
0.048535000,296,117,1
0.048538000,11,125,-1
0.048539000,245,94,-1
0.048539000,78,160,1
0.048539000,73,165,1
0.048541000,241,107,-1
0.048543000,246,91,-1
0.048545000,74,163,1
0.048547000,80,157,1
0.048547000,74,165,-1
0.048550000,14,146,-1
0.048550000,14,149,-1
0.048551000,89,140,1
0.048553000,37,97,-1
0.048554000,281,84,-1
0.048554000,56,95,-1
0.048554000,242,99,-1
0.048555000,68,167,1
0.048557000,10,123,-1
0.048557000,282,134,1
0.048560000,8,146,1
0.048561000,243,103,-1
0.048561000,12,146,1
0.048561000,73,164,1
0.048562000,44,95,-1
0.048562000,296,95,1
0.048562000,10,144,1
0.048564000,13,124,-1
0.048565000,281,87,1
0.048565000,40,171,-1
0.048568000,44,172,1
0.048569000,26,103,-1
0.048569000,83,113,1
0.048571000,263,83,-1
0.048572000,244,94,-1
0.048572000,22,107,-1
0.048572000,26,166,-1
0.048573000,261,80,-1
0.048574000,287,130,1
0.048574000,284,132,1
0.048575000,88,126,1
0.048577000,260,80,-1
0.048577000,40,96,-1
0.048577000,37,169,1
0.048579000,12,136,-1
0.048579000,55,171,1
0.048580000,29,165,1
0.048582000,14,116,-1
0.048584000,12,130,-1
0.048585000,276,79,-1
0.048585000,293,90,1
0.048585000,18,112,-1
0.048585000,56,171,1
0.048586000,288,91,-1
0.048586000,295,93,1
0.048586000,66,98,-1
0.048586000,289,121,-1
0.048587000,34,98,-1
0.048587000,84,151,1
0.048588000,282,82,1
0.048588000,25,104,-1
0.048590000,21,108,-1
0.048591000,272,79,-1
0.048592000,251,85,-1
0.048592000,32,99,-1
0.048593000,241,105,-1
0.048595000,88,139,1
0.048597000,25,165,1
0.048599000,45,95,-1
0.048599000,68,99,-1
0.048600000,290,120,1
0.048600000,281,130,-1
0.048600000,63,173,-1
0.048601000,262,83,1
0.048601000,250,86,-1
0.048601000,263,135,1
0.048601000,81,156,1
0.048601000,45,171,1
0.048602000,289,89,1
0.048602000,298,113,1
0.048602000,12,124,-1
0.048602000,85,149,1
0.048604000,10,139,-1
0.048605000,9,146,-1
0.048606000,12,129,-1
0.048607000,293,91,1
0.048608000,24,104,-1
0.048608000,60,159,1
0.048608000,69,174,1
0.048609000,263,79,-1
0.048611000,14,120,-1
0.048611000,87,144,1
0.048612000,60,170,1
0.048612000,36,171,1
0.048614000,87,122,1
0.048615000,12,137,-1
0.048615000,67,152,1
0.048615000,63,169,1
0.048615000,40,170,1
0.048617000,245,95,1
0.048617000,20,109,-1
0.048618000,248,88,-1
0.048619000,246,95,1
0.048619000,296,98,-1
0.048619000,241,108,-1
0.048621000,283,130,1
0.048621000,66,168,1
0.048624000,282,81,-1
0.048625000,282,133,1
0.048627000,13,123,-1
0.048627000,91,139,1
0.048628000,86,119,1
0.048629000,290,95,-1
0.048630000,29,101,-1
0.048630000,17,114,-1
0.048632000,15,118,-1
0.048634000,23,106,-1
0.048634000,241,106,-1
0.048634000,279,128,-1
0.048636000,58,175,1
0.048637000,70,166,1
0.048639000,90,141,1
0.048640000,293,94,-1
0.048640000,244,109,-1
0.048640000,292,121,-1
0.048643000,252,85,-1
0.048643000,289,120,-1
0.048644000,247,93,1
0.048644000,24,105,-1
0.048645000,280,84,1
0.048645000,284,86,1
0.048645000,245,100,-1
0.048646000,241,109,-1
0.048646000,86,147,1
0.048647000,29,98,-1
0.048647000,43,174,-1
0.048649000,242,100,-1
0.048649000,83,154,1
0.048651000,254,83,-1
0.048651000,253,86,-1
0.048652000,300,102,1
0.048655000,284,82,-1
0.048656000,259,86,1
0.048657000,242,112,1
0.048657000,256,131,1
0.048659000,277,135,1
0.048660000,282,85,-1
0.048661000,74,163,1
0.048662000,288,120,-1
0.048662000,291,124,-1
0.048664000,12,128,-1
0.048664000,285,128,-1
0.048665000,246,105,-1
0.048665000,295,121,1
0.048665000,280,134,1
0.048665000,84,157,-1
0.048665000,68,167,1
0.048666000,256,84,-1
0.048666000,74,101,1
0.048666000,58,159,1
0.048667000,50,172,-1
0.048668000,262,133,-1
0.048668000,88,140,1
0.048668000,80,157,1
0.048669000,93,136,1
0.048670000,26,103,-1
0.048671000,249,87,-1
0.048672000,297,117,1
0.048672000,33,168,1
0.048672000,34,169,1
0.048673000,258,83,-1
0.048674000,246,91,-1
0.048674000,244,94,-1
0.048675000,260,131,-1
0.048677000,298,101,1
0.048678000,253,87,1
0.048678000,43,173,1
0.048679000,261,87,1
0.048679000,272,132,1
0.048681000,290,122,-1
0.048681000,86,149,-1
0.048683000,13,124,-1
0.048683000,12,136,-1
0.048684000,241,107,-1
0.048684000,258,132,1
0.048684000,11,144,-1
0.048685000,286,131,1
0.048686000,44,95,-1
0.048686000,12,147,-1
0.048687000,38,172,-1
0.048689000,12,130,-1
0.048689000,86,148,1
0.048691000,281,82,-1
0.048692000,276,79,-1
0.048692000,73,164,1
0.048693000,42,172,1
0.048696000,262,81,-1
0.048696000,25,104,-1
0.048697000,261,133,1
0.048698000,40,96,-1
0.048698000,241,105,-1
0.048698000,22,107,-1
0.048699000,291,95,1
0.048699000,242,99,-1
0.048699000,9,145,1
0.048700000,37,97,-1
0.048701000,83,153,1
0.048702000,56,95,-1
0.048702000,37,171,-1
0.048703000,296,119,1
0.048703000,84,151,1
0.048707000,281,131,-1
0.048707000,82,157,-1
0.048707000,69,173,1
0.048708000,294,121,-1
0.048708000,11,129,-1
0.048708000,37,169,1
0.048710000,68,99,-1
0.048710000,290,124,1
0.048710000,56,171,1
0.048711000,243,102,-1
0.048711000,18,112,-1
0.048713000,263,79,-1
0.048713000,295,93,1
0.048713000,36,170,-1
0.048714000,32,99,-1
0.048714000,12,129,-1
0.048715000,66,98,-1
0.048716000,34,98,-1
0.048716000,293,124,1
0.048716000,278,148,1
0.048716000,45,171,1
0.048717000,11,148,1
0.048717000,63,169,1
0.048718000,247,104,-1
0.048718000,21,108,-1
0.048718000,243,113,1
0.048718000,86,158,-1
0.048719000,14,120,-1
0.048721000,79,162,-1
0.048721000,67,172,-1
0.048722000,284,84,-1
0.048723000,55,171,1
0.048724000,85,149,1
0.048724000,40,170,1
0.048725000,14,146,-1
0.048727000,251,85,-1
0.048727000,243,107,-1
0.048727000,84,156,1
0.048728000,20,109,-1
0.048728000,16,115,-1
0.048729000,291,90,1
0.048732000,250,86,-1
0.048732000,88,126,1
0.048733000,70,167,1
0.048734000,287,130,1
0.048735000,12,126,-1
0.048738000,87,144,1
0.048738000,35,170,1
0.048738000,56,172,1
0.048739000,66,168,1
0.048742000,287,87,1
0.048742000,248,88,-1
0.048743000,71,158,1
0.048744000,60,170,1
0.048745000,17,114,-1
0.048746000,83,113,1
0.048746000,11,133,-1
0.048747000,29,101,-1
0.048747000,23,106,-1
0.048747000,15,118,-1
0.048748000,244,102,1
0.048752000,280,86,1
0.048752000,288,124,-1
0.048754000,11,113,-1
0.048755000,81,157,1
0.048756000,70,166,1
0.048758000,45,95,-1
0.048759000,241,109,-1
0.048759000,88,139,1
0.048762000,290,88,-1
0.048762000,34,171,-1
0.048763000,12,145,-1
0.048764000,247,111,-1
0.048765000,87,122,1
0.048767000,12,137,-1
0.048768000,241,108,-1
0.048768000,86,147,1
0.048769000,242,107,-1
0.048770000,26,103,-1
0.048770000,242,106,-1
0.048770000,292,123,-1
0.048771000,284,132,1
0.048774000,254,83,-1
0.048774000,11,146,-1
0.048775000,284,82,-1
0.048775000,68,167,1
0.048776000,260,80,-1
0.048776000,244,94,-1
0.048776000,296,95,1
0.048777000,293,90,1
0.048777000,74,163,1
0.048778000,29,165,1
0.048779000,66,170,-1
0.048780000,254,84,-1
0.048780000,76,100,1
0.048781000,246,106,-1
0.048783000,291,121,-1
0.048784000,262,82,1
0.048784000,297,102,1
0.048784000,62,174,-1
0.048784000,36,175,1
0.048785000,262,86,-1
0.048785000,24,105,-1
0.048786000,86,119,1
0.048786000,13,123,-1
0.048787000,282,81,-1
0.048787000,12,136,-1
0.048787000,39,173,1
0.048788000,288,89,-1
0.048789000,80,157,1
0.048790000,242,100,-1
0.048791000,61,175,-1
0.048792000,41,171,1
0.048794000,283,82,-1
0.048794000,12,130,-1
0.048795000,259,130,-1
0.048798000,78,104,-1
0.048799000,276,79,-1
0.048799000,81,156,1
0.048801000,30,97,-1
0.048801000,296,100,-1
0.048801000,297,114,1
0.048801000,13,124,-1
0.048802000,292,124,1
0.048803000,241,106,-1
0.048804000,241,105,-1
0.048805000,246,91,-1
0.048805000,25,104,-1
0.048805000,282,133,1
0.048808000,280,132,-1
0.048808000,34,174,-1
0.048809000,262,85,1
0.048809000,282,86,-1
0.048809000,289,94,-1
0.048809000,44,95,-1
0.048811000,249,87,-1
0.048811000,290,121,1
0.048814000,252,87,-1
0.048814000,248,89,-1
0.048814000,70,149,1
0.048815000,88,140,1
0.048816000,298,113,1
0.048816000,13,146,-1
0.048817000,263,79,-1
0.048817000,37,172,1
0.048818000,289,91,1
0.048818000,263,135,1
0.048818000,84,151,1
0.048819000,40,96,-1
0.048819000,288,127,-1
0.048819000,76,132,1
0.048819000,63,169,1
0.048822000,68,99,-1
0.048822000,12,128,-1
0.048822000,12,129,-1
0.048823000,22,107,-1
0.048823000,73,164,1
0.048827000,284,83,1
0.048827000,241,107,-1
0.048827000,14,120,-1
0.048829000,273,134,1
0.048830000,281,83,1
0.048831000,77,164,1
0.048831000,45,171,1
0.048831000,34,172,1
0.048834000,40,170,1
0.048835000,32,99,-1
0.048835000,295,121,1
0.048835000,56,171,1
0.048836000,274,134,1
0.048837000,251,90,1
0.048837000,18,112,-1
0.048838000,87,121,1
0.048838000,37,169,1
0.048840000,295,93,1
0.048840000,20,109,-1
0.048842000,68,172,1
0.048843000,242,109,-1
0.048844000,34,98,-1
0.048844000,66,98,-1
0.048844000,279,130,-1
0.048845000,242,99,-1
0.048845000,242,101,-1
0.048845000,85,149,1
0.048846000,272,135,-1
0.048847000,21,108,-1
0.048847000,293,120,1
0.048847000,10,148,-1
0.048848000,37,97,-1
0.048848000,298,101,1
0.048848000,37,170,1
0.048849000,56,95,-1
0.048850000,297,118,1
0.048851000,254,85,1
0.048851000,274,98,-1
0.048853000,296,114,-1
0.048853000,297,117,1
0.048854000,14,148,1
0.048857000,66,168,1
0.048860000,23,106,-1
0.048861000,17,114,-1
0.048861000,15,118,-1
0.048862000,251,85,-1
0.048862000,280,134,1
0.048863000,45,172,-1
0.048864000,250,86,-1
0.048865000,259,82,1
0.048865000,285,85,-1
0.048865000,29,101,-1
0.048866000,248,88,-1
0.048866000,87,144,1
0.048867000,83,153,1
0.048867000,55,171,1
0.048869000,261,81,1
0.048870000,290,122,-1
0.048870000,293,123,1
0.048871000,263,87,-1
0.048871000,26,103,-1
0.048871000,241,109,-1
0.048871000,286,131,1
0.048872000,283,83,1
0.048872000,260,133,-1
0.048874000,296,119,1
0.048876000,70,166,1
0.048876000,60,170,1
0.048877000,289,123,-1
0.048877000,276,135,1
0.048878000,244,94,-1
0.048881000,10,126,1
0.048881000,48,174,1
0.048885000,68,167,1
0.048887000,244,96,-1
0.048888000,85,118,1
0.048889000,88,126,1
0.048889000,10,145,-1
0.048890000,281,130,-1
0.048890000,86,147,1
0.048890000,33,173,1
0.048891000,288,95,-1
0.048891000,12,136,-1
0.048893000,74,163,1
0.048894000,287,130,1
0.048895000,9,126,-1
0.048895000,68,169,1
0.048896000,261,80,-1
0.048896000,284,82,-1
0.048896000,44,171,1
0.048897000,255,95,-1
0.048897000,10,123,-1
0.048898000,254,83,-1
0.048898000,279,132,1
0.048899000,284,131,-1
0.048900000,12,130,-1
0.048901000,14,146,-1
0.048901000,25,162,1
0.048902000,66,169,1
0.048906000,276,79,-1
0.048908000,281,132,1
0.048910000,241,105,-1
0.048910000,80,157,1
0.048913000,25,104,-1
0.048914000,46,158,1
0.048916000,45,95,-1
0.048916000,241,108,-1
0.048916000,293,124,1
0.048916000,258,130,-1
0.048917000,293,92,-1
0.048917000,87,122,1
0.048918000,256,86,-1
0.048918000,281,128,1
0.048919000,67,169,-1
0.048920000,13,124,-1
0.048920000,12,137,-1
0.048921000,263,79,-1
0.048921000,63,169,1
0.048923000,83,113,1
0.048924000,243,97,-1
0.048924000,88,139,1
0.048926000,299,103,1
0.048926000,24,105,-1
0.048927000,13,148,-1
0.048929000,290,127,1
0.048929000,12,129,-1
0.048929000,9,149,1
0.048930000,242,100,-1
0.048930000,35,174,1
0.048931000,9,148,-1
0.048932000,288,94,1
0.048932000,243,110,-1
0.048932000,283,134,1
0.048933000,44,95,-1
0.048933000,68,99,-1
0.048933000,84,151,1
0.048933000,25,165,1
0.048935000,35,168,1
0.048936000,246,91,-1
0.048936000,14,120,-1
0.048936000,51,175,-1
0.048939000,246,93,1
0.048939000,78,163,1
0.048940000,40,96,-1
0.048940000,87,147,1
0.048943000,24,101,1
0.048943000,40,170,1
0.048944000,12,113,1
0.048945000,86,119,1
0.048945000,45,171,1
0.048946000,13,123,-1
0.048946000,9,139,1
0.048948000,293,94,-1
0.048949000,22,107,-1
0.048950000,282,81,-1
0.048950000,90,139,-1
0.048951000,249,87,-1
0.048951000,20,109,-1
0.048953000,291,125,1
0.048953000,84,152,-1
0.048954000,73,164,1
0.048955000,262,80,1
0.048955000,262,134,-1
0.048956000,285,129,-1
0.048956000,38,173,1
0.048957000,32,99,-1
0.048957000,89,137,1
0.048958000,260,80,-1
0.048958000,12,139,-1
0.048958000,13,143,-1
0.048958000,18,154,-1
0.048958000,53,171,1
0.048962000,299,109,1
0.048964000,295,120,1
0.048967000,260,82,1
0.048972000,292,125,1
0.048973000,21,105,-1
0.048977000,297,116,1
0.048979000,14,147,-1
0.048981000,41,174,-1
0.048992000,72,165,1
0.048994000,296,116,-1
0.048995000,85,150,1
0.048997000,298,103,1
0.048999000,81,110,1
0.049001000,88,125,1
0.049003000,289,128,1
0.049009000,64,169,1
0.049013000,79,159,1
0.049014000,61,170,1
0.049014000,57,171,1
0.049017000,13,147,1
0.049018000,87,145,1
0.049020000,242,99,-1
0.049021000,77,161,1
0.049026000,298,102,1
0.049027000,18,112,-1
0.049033000,241,110,-1
0.049034000,288,129,1
0.049035000,289,127,-1
0.049042000,88,141,1
0.049043000,61,96,-1
0.049044000,257,128,1
0.049047000,78,160,1
0.049047000,69,167,1
0.049049000,258,86,1
0.049049000,294,122,1
0.049050000,12,131,-1
0.049050000,82,155,1
0.049052000,277,79,-1
0.049054000,58,171,1
0.049055000,259,134,1
0.049058000,257,81,-1
0.049058000,12,134,-1
0.049060000,242,115,-1
0.049060000,25,162,1
0.049062000,16,116,-1
0.049063000,276,79,-1
0.049063000,12,133,-1
0.049066000,86,148,1
0.049069000,255,82,-1
0.049070000,241,103,-1
0.049070000,67,168,1
0.049071000,13,142,-1
0.049074000,252,84,-1
0.049075000,278,134,1
0.049077000,20,110,-1
0.049077000,297,110,-1
0.049077000,15,148,-1
0.049077000,56,171,1
0.049078000,19,111,-1
0.049079000,18,113,-1
0.049081000,271,78,-1
0.049081000,34,168,1
0.049083000,44,171,1
0.049084000,260,85,1
0.049084000,28,102,-1
0.049084000,84,152,1
0.049086000,243,117,-1
0.049088000,35,98,-1
0.049088000,80,158,1
0.049089000,262,79,-1
0.049091000,259,80,-1
0.049092000,38,97,-1
0.049092000,13,125,-1
0.049094000,12,132,-1
0.049094000,43,171,1
0.049098000,46,95,-1
0.049099000,76,162,1
0.049100000,268,78,-1
0.049101000,243,96,-1
0.049103000,41,96,-1
0.049103000,295,120,1
0.049107000,62,170,1
0.049111000,243,118,-1
0.049113000,269,78,-1
0.049113000,297,98,1
0.049113000,31,100,-1
0.049116000,33,99,-1
0.049116000,12,135,-1
0.049118000,253,83,-1
0.049118000,298,112,1
0.049119000,246,90,-1
0.049119000,296,118,1
0.049119000,72,165,1
0.049120000,245,95,1
0.049120000,57,171,1
0.049121000,242,98,-1
0.049121000,291,126,1
0.049121000,70,173,-1
0.049122000,14,121,-1
0.049122000,285,131,1
0.049123000,47,95,-1
0.049123000,256,132,-1
0.049125000,299,105,1
0.049125000,254,131,1
0.049125000,64,169,1
0.049129000,88,140,1
0.049130000,273,135,-1
0.049131000,260,80,-1
0.049131000,54,95,-1
0.049132000,247,89,-1
0.049133000,37,97,-1
0.049135000,264,135,1
0.049137000,55,95,-1
0.049138000,263,79,-1
0.049138000,85,150,1
0.049139000,245,92,-1
0.049139000,298,111,1
0.049141000,280,80,-1
0.049141000,263,129,1
0.049142000,267,78,-1
0.049142000,276,135,1
0.049145000,48,95,-1
0.049145000,241,107,-1
0.049145000,70,165,1
0.049147000,241,111,-1
0.049150000,297,115,1
0.049151000,61,170,1
0.049153000,22,106,-1
0.049154000,277,135,1
0.049155000,296,101,-1
0.049157000,60,96,-1
0.049158000,15,149,-1
0.049159000,292,125,1
0.049159000,290,127,1
0.049159000,58,171,1
0.049160000,272,78,-1
0.049160000,280,83,-1
0.049160000,79,159,1
0.049161000,63,97,-1
0.049161000,27,103,-1
0.049162000,77,161,1
0.049164000,53,95,-1
0.049164000,298,103,1
0.049165000,241,104,-1
0.049165000,87,145,1
0.049167000,257,81,-1
0.049169000,25,162,1
0.049171000,270,78,-1
0.049171000,244,120,-1
0.049173000,242,114,-1
0.049174000,241,103,-1
0.049175000,11,140,1
0.049176000,13,142,-1
0.049178000,29,101,-1
0.049178000,241,110,-1
0.049179000,286,129,1
0.049179000,78,160,1
0.049182000,18,113,-1
0.049182000,69,167,1
0.049184000,34,168,1
0.049186000,298,102,1
0.049187000,244,116,1
0.049187000,88,125,1
0.049188000,275,135,1
0.049191000,12,138,-1
0.049193000,12,131,-1
0.049193000,86,148,1
0.049194000,81,110,1
0.049195000,277,79,-1
0.049196000,88,141,1
0.049197000,35,98,-1
0.049197000,297,103,-1
0.049200000,268,78,-1
0.049200000,67,168,1
0.049201000,43,171,1
0.049202000,259,80,-1
0.049202000,38,97,-1
0.049202000,13,125,-1
0.049203000,82,155,1
0.049204000,46,95,-1
0.049206000,294,122,1
0.049208000,42,175,-1
0.049210000,84,152,1
0.049216000,255,82,-1
0.049216000,242,111,-1
0.049217000,297,116,1
0.049217000,289,128,1
0.049217000,62,170,1
0.049218000,44,171,1
0.049219000,76,162,1
0.049220000,269,78,-1
0.049222000,80,158,1
0.049223000,39,96,-1
0.049223000,12,134,-1
0.049224000,31,100,-1
0.049225000,57,171,1
0.049226000,16,116,-1
0.049226000,12,133,-1
0.049226000,12,135,-1
0.049228000,281,132,-1
0.049232000,41,96,-1
0.049233000,279,134,1
0.049237000,298,109,-1
0.049238000,15,148,-1
0.049239000,33,99,-1
0.049239000,283,132,1
0.049239000,44,173,-1
0.049240000,271,78,-1
0.049240000,262,79,-1
0.049240000,47,95,-1
0.049240000,244,119,1
0.049240000,13,122,-1
0.049240000,64,169,1
0.049241000,298,112,1
0.049241000,14,121,-1
0.049242000,19,111,-1
0.049242000,295,120,1
0.049243000,246,90,-1
0.049247000,253,83,-1
0.049247000,72,165,1
0.049249000,258,81,-1
0.049249000,20,110,-1
0.049251000,288,129,1
0.049253000,54,95,-1
0.049253000,243,96,-1
0.049259000,267,78,-1
0.049260000,42,171,1
0.049261000,252,84,-1
0.049262000,252,86,-1
0.049262000,242,115,-1
0.049264000,9,149,-1
0.049265000,55,95,-1
0.049265000,58,171,1
0.049268000,260,81,1
0.049268000,41,172,-1
0.049269000,241,111,-1
0.049269000,243,117,-1
0.049270000,276,79,-1
0.049270000,291,126,1
0.049271000,245,99,-1
0.049273000,247,89,-1
0.049274000,12,132,-1
0.049275000,280,80,-1
0.049275000,28,102,-1
0.049276000,257,81,-1
0.049277000,241,103,-1
0.049277000,244,120,-1
0.049278000,48,95,-1
0.049278000,25,162,1
0.049280000,298,111,1
0.049281000,296,118,1
0.049281000,13,142,-1
